,Restaurant_id,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Meals
16602,id_544,4.5,4.5,4.0,5.0,
16603,id_2086,,,,,
16604,id_1044,,,,,
16605,id_1471,4.0,3.5,3.5,3.5,"Lunch, Dinner, Late Night, Drinks"
16606,id_127,4.5,4.0,4.5,3.5,Lunch
16607,id_4867,3.5,4.0,4.0,,"Lunch, Dinner"
16608,id_2496,,,,,
16609,id_109,4.5,4.5,4.5,,
16610,id_8671,,,,,
16611,id_587,4.0,4.0,3.5,4.0,
16612,id_7583,4.0,3.5,3.5,3.5,"Lunch, Dinner"
16613,id_648,,,,,
16614,id_2496,,,,,
16615,id_2337,4.0,4.0,4.0,4.0,"Lunch, Dinner"
16616,id_76,,,,,
16617,id_1504,4.5,4.5,4.0,,"Lunch, Dinner"
16618,id_383,,,,,
16619,id_2311,4.5,5.0,4.5,,"Dinner, Lunch"
16620,id_882,4.0,4.0,4.0,4.0,
16621,id_1311,4.0,3.5,3.5,,
16622,id_5583,4.0,4.0,4.5,3.5,"Lunch, Breakfast, Dinner, Late Night, Drinks"
16623,id_5053,4.0,4.0,4.0,,"Breakfast, Lunch, Dinner"
16624,id_4761,,,,,
16625,id_5997,4.0,4.0,4.0,3.5,
16626,id_2488,,,,,
16627,id_3228,,,,,
16628,id_768,4.0,4.0,4.0,3.5,
16629,id_1378,,,,,
16630,id_633,,,,,
16631,id_1026,4.0,3.5,3.0,,
16632,id_2847,,,,,
16633,id_635,4.5,4.5,4.0,,"Lunch, Dinner"
16634,id_4382,,,,,
16635,id_1910,3.5,3.0,3.0,,"Lunch, Dinner"
16636,id_3997,4.5,4.5,4.5,,"Breakfast, Brunch"
16637,id_11844,3.5,4.0,3.0,,"Dinner, Drinks"
16638,id_1916,4.0,4.0,4.0,,
16639,id_2863,,,,,
16640,id_12094,,,,,
16641,id_163,4.0,4.0,4.0,4.0,
16642,id_23,5.0,4.5,4.5,,
16643,id_10116,4.5,4.5,4.5,4.0,"Lunch, Dinner, Drinks"
16644,id_725,4.0,4.0,3.5,,"Breakfast, Brunch"
16645,id_1985,4.0,4.5,4.0,,"Lunch, Dinner"
16646,id_2289,3.5,3.5,3.5,,Dinner
16647,id_7827,3.0,3.0,3.0,3.5,"Lunch, Dinner, Late Night"
16648,id_1876,2.5,4.0,4.0,,Drinks
16649,id_1394,,,,,
16650,id_1834,,,,,Dinner
16651,id_143,4.5,4.5,4.5,4.5,
16652,id_320,,,,,
16653,id_5175,3.0,3.5,3.5,,"Lunch, Dinner, Late Night, Drinks"
16654,id_508,4.0,4.0,3.5,4.0,
16655,id_563,4.0,4.5,4.5,,
16656,id_3044,,,,,
16657,id_1011,,,,,
16658,id_4998,,,,,
16659,id_2113,,,,,
16660,id_7520,,,,,"Breakfast, Lunch, Dinner"
16661,id_12090,,,,,
16662,id_1268,,,,,
16663,id_518,4.0,4.0,4.5,4.5,"Breakfast, Dinner, Brunch, Lunch"
16664,id_11807,3.5,3.5,3.5,3.5,"Lunch, Dinner, Brunch, Drinks"
16665,id_858,4.5,4.5,4.5,,"Lunch, Dinner"
16666,id_5674,3.0,3.5,3.0,,
16667,id_12338,3.0,3.5,3.0,,Lunch
16668,id_1086,4.0,4.0,4.0,,Dinner
16669,id_391,4.5,4.0,4.0,5.0,
16670,id_2772,4.0,4.0,3.5,3.0,
16671,id_12515,,,,,
16672,id_3658,,,,,
16673,id_5294,,,,,
16674,id_2740,4.5,4.5,4.0,,
16675,id_10812,4.0,4.0,3.5,,"Lunch, Dinner"
16676,id_3996,3.0,2.5,2.5,3.5,"Late Night, Drinks"
16677,id_2396,,,,,
16678,id_4498,,,,,
16679,id_2980,4.5,4.5,4.5,4.0,
16680,id_15733,,,,,
16681,id_940,4.5,5.0,4.5,,"Dinner, Lunch"
16682,id_830,3.5,3.5,3.5,4.0,
16683,id_6239,4.0,4.5,4.5,,Dinner
16684,id_4654,4.5,4.0,3.5,,"Lunch, Dinner"
16685,id_109,4.0,4.0,4.0,4.0,"Lunch, Dinner, Late Night"
16686,id_4801,,,,,
16687,id_5245,4.5,4.5,4.5,,"Dinner, Brunch, Breakfast, Lunch, Drinks"
16688,id_523,,,,,
16689,id_2692,4.5,4.5,4.0,,Drinks
16690,id_16004,,,,,"Breakfast, Lunch"
16691,id_4130,1.5,1.5,1.0,1.5,Drinks
16692,id_3060,,,,,
16693,id_1123,4.5,4.0,4.0,,
16694,id_5620,,,,,"Breakfast, Lunch, Dinner"
16695,id_606,4.0,4.0,3.5,4.0,"Lunch, Dinner, Late Night"
16696,id_596,,,,,
16697,id_314,4.5,4.5,4.5,,
16698,id_443,4.5,4.5,4.5,4.0,"Breakfast, Lunch, Brunch, Dinner"
16699,id_5301,3.5,3.5,3.5,,"Breakfast, Lunch"
16700,id_2430,4.5,4.5,3.5,,
16701,id_2491,,,,,
16702,id_8606,4.0,4.0,4.0,,"Breakfast, Dinner, Lunch, Late Night"
16703,id_3123,3.5,4.0,3.5,,"Breakfast, Lunch, Dinner"
16704,id_1095,4.0,3.5,4.0,,"Lunch, Dinner"
16705,id_2521,,,,,
16706,id_1538,4.0,4.0,4.0,3.5,"Lunch, Dinner, Drinks"
16707,id_1332,,,,,"Brunch, Breakfast, Lunch, Dinner"
16708,id_6499,,,,,
16709,id_11911,3.0,3.0,3.0,3.5,"Lunch, Dinner, Brunch"
16710,id_5085,4.0,4.0,4.0,,
16711,id_6952,4.0,4.0,3.5,,"Dinner, Lunch"
16712,id_626,,,,,
16713,id_4640,4.5,4.5,4.5,4.5,
16714,id_2338,,,,,
16715,id_828,4.0,4.5,4.0,,"Lunch, Dinner, Brunch"
16716,id_20,4.5,4.5,4.0,4.5,
16717,id_2779,4.0,4.5,4.0,,"Lunch, Dinner"
16718,id_4980,4.5,4.5,5.0,4.0,"Dinner, Lunch"
16719,id_458,,,,,"Breakfast, Lunch, Dinner"
16720,id_2417,,,,,
16721,id_1034,,,,,
16722,id_434,4.5,4.5,4.5,4.0,"Lunch, Dinner, Late Night"
16723,id_4086,,,,,
16724,id_825,4.0,4.0,3.5,4.0,
16725,id_1619,,,,,"Breakfast, Lunch"
16726,id_5174,,,,,"Lunch, Dinner"
16727,id_2638,4.0,4.5,4.5,4.0,
16728,id_145,,,,,
16729,id_13584,,,,,
16730,id_2795,4.0,3.5,3.5,,"Lunch, Dinner"
16731,id_4790,,,,,"Breakfast, Lunch, Dinner"
16732,id_1265,,,,,
16733,id_8144,,,,,
16734,id_19,4.5,4.5,4.5,4.0,
16735,id_188,4.0,4.0,4.5,4.0,"Lunch, Dinner, Late Night"
16736,id_11986,,,,,"Breakfast, Lunch, Dinner"
16737,id_600,4.5,4.5,4.5,4.0,
16738,id_3250,4.0,4.5,4.0,4.0,
16739,id_2072,3.5,3.5,3.5,,"Lunch, Dinner"
16740,id_11619,,,,,
16741,id_1027,4.0,3.5,4.0,4.0,"Lunch, Dinner"
16742,id_10689,,,,,"Lunch, Dinner"
16743,id_4530,,,,,"Breakfast, Lunch, Dinner"
16744,id_9343,3.0,3.0,3.0,3.5,"Lunch, Dinner, Brunch"
16745,id_1938,4.5,4.0,4.5,3.5,"Lunch, Dinner"
16746,id_3007,4.0,4.0,4.0,3.5,"Lunch, Dinner, Late Night"
16747,id_359,4.5,4.5,3.5,4.0,"Lunch, Dinner, Late Night"
16748,id_1913,4.0,4.0,4.0,4.5,"Lunch, Breakfast, Brunch"
16749,id_5302,,,,,"Lunch, Dinner"
16750,id_6815,4.0,4.0,4.0,,"Lunch, Dinner"
16751,id_2965,,,,,Dinner
16752,id_4895,4.0,4.0,3.5,,
16753,id_2485,,,,,
16754,id_377,4.0,4.0,4.0,3.5,"Lunch, Dinner, Late Night"
16755,id_281,4.5,4.0,4.5,,
16756,id_7363,,,,,"Lunch, Dinner"
16757,id_2056,,,,,"Lunch, Dinner"
16758,id_537,4.5,4.0,4.5,,
16759,id_8901,,,,,
16760,id_163,4.0,4.0,3.5,4.0,"Lunch, Breakfast, Brunch"
16761,id_519,4.0,4.5,4.0,3.5,"Lunch, Dinner, Late Night"
16762,id_30,,,,,
16763,id_845,,,,,
16764,id_6134,4.0,3.5,3.5,3.5,"Lunch, Dinner"
16765,id_14014,,,,,
16766,id_2568,3.5,3.0,3.0,4.0,
16767,id_1174,5.0,5.0,5.0,,
16768,id_1508,,,,,
16769,id_887,,,,,
16770,id_11260,,,,,
16771,id_1238,4.0,4.0,4.0,,"Lunch, Dinner"
16772,id_11449,,,,,
16773,id_357,4.0,4.0,4.0,,
16774,id_10618,4.0,4.0,3.5,,
16775,id_4478,,,,,
16776,id_9193,,,,,"Lunch, Dinner"
16777,id_306,,,,,
16778,id_860,4.5,4.5,4.5,4.0,
16779,id_3828,4.0,4.0,4.0,3.0,"Lunch, Dinner, Breakfast"
16780,id_3336,2.5,2.0,3.0,,
16781,id_8535,,,,,
16782,id_10228,,,,,
16783,id_210,,,,,
16784,id_2033,4.5,4.0,4.0,4.5,"Lunch, Dinner"
16785,id_756,,,,,
16786,id_1140,5.0,4.5,5.0,,"Lunch, Dinner"
16787,id_235,4.5,4.0,4.0,4.5,"Lunch, Dinner"
16788,id_1116,3.0,2.5,2.5,2.0,
16789,id_2566,,,,,
16790,id_3198,3.5,3.0,4.0,4.0,"Dinner, Late Night, Drinks"
16791,id_1007,,,,,
16792,id_435,4.5,4.0,4.0,4.0,
16793,id_10094,,,,,"Lunch, Dinner"
16794,id_6880,3.5,3.5,3.0,,"Breakfast, Lunch, Dinner"
16795,id_2941,3.5,3.5,4.0,3.0,
16796,id_154,,,,,
16797,id_4897,3.5,4.0,3.5,,"Lunch, Dinner"
16798,id_1439,4.0,4.0,4.0,4.0,"Dinner, Drinks"
16799,id_5417,3.5,3.5,4.0,3.0,"Dinner, Lunch"
16800,id_5084,4.5,4.0,4.0,4.0,Dinner
16801,id_5076,,,,,
16802,id_1186,4.0,3.5,4.0,,
16803,id_289,4.0,3.5,4.0,3.5,"Lunch, Dinner, Late Night"
16804,id_1915,,,,,
16805,id_448,3.5,3.0,2.5,4.0,"Lunch, Dinner, Late Night"
16806,id_8938,3.5,3.5,4.0,3.5,"Lunch, Breakfast, Dinner, Drinks"
16807,id_1468,4.5,4.5,4.0,4.5,
16808,id_4631,,4.0,4.0,,
16809,id_1694,4.0,4.0,3.5,4.0,
16810,id_1673,,,,,Lunch
16811,id_2410,4.0,3.5,3.5,3.0,"Lunch, Dinner, Late Night"
16812,id_517,4.0,3.5,4.0,4.5,"Lunch, Dinner, Late Night"
16813,id_8225,,,,,"Lunch, Dinner"
16814,id_5655,,,,,
16815,id_1413,,,,,
16816,id_5784,,,,,
16817,id_4894,,,,,
16818,id_6273,4.0,4.5,4.0,4.0,"Lunch, Dinner"
16819,id_3371,,,,,"Breakfast, Lunch, Dinner"
16820,id_3588,4.5,4.5,4.0,,"Lunch, Dinner"
16821,id_791,4.0,4.0,4.0,4.5,"Lunch, Drinks"
16822,id_3608,5.0,5.0,5.0,4.5,"Lunch, Dinner"
16823,id_1236,,,,,
16824,id_715,,,,,"Breakfast, Brunch, Late Night, Drinks, Lunch, Dinner"
16825,id_7443,,,,,
16826,id_14566,,,,,Dinner
16827,id_3906,,,,,
16828,id_2512,,,,,
16829,id_3416,,,,,
16830,id_1818,,,,,"Lunch, Dinner"
16831,id_3517,3.0,3.5,3.0,4.0,"Lunch, Dinner, Late Night"
16832,id_2987,4.0,4.0,4.0,3.5,"Lunch, Dinner, Late Night"
16833,id_7290,,,,,
16834,id_7165,,,,,"Lunch, Dinner"
16835,id_3791,,,,,
16836,id_8008,3.5,3.0,3.0,,Dinner
16837,id_2729,3.5,3.5,3.5,,"Lunch, Dinner"
16838,id_13406,3.0,2.5,2.5,,"Lunch, Dinner"
16839,id_513,5.0,4.5,4.5,,"Lunch, Dinner"
16840,id_15194,4.0,4.0,4.0,4.0,"Dinner, Lunch"
16841,id_1635,4.0,4.0,4.0,,"Lunch, Dinner"
16842,id_5426,4.5,4.0,4.0,,Breakfast
16843,id_395,3.5,3.5,3.0,3.0,"Lunch, Dinner"
16844,id_1232,,,,,
16845,id_7726,,,,,"Breakfast, Lunch, Dinner"
16846,id_7134,,,,,
16847,id_2648,,,,,
16848,id_405,4.5,4.5,4.5,,"Breakfast, Lunch, Brunch"
16849,id_6288,,,,,
16850,id_3049,4.5,4.5,4.0,,"Lunch, Dinner"
16851,id_7523,,,,,
16852,id_5297,,,,,
16853,id_8185,3.0,2.5,2.5,3.0,
16854,id_4691,3.5,4.0,4.0,4.0,"Brunch, Breakfast, Dinner, Late Night, Drinks"
16855,id_11796,4.0,4.0,4.5,4.0,"Dinner, Lunch"
16856,id_7693,4.5,4.0,5.0,,"Breakfast, Brunch, Lunch, Dinner"
16857,id_4610,4.0,4.0,4.0,4.0,"Lunch, Dinner, Late Night"
16858,id_1296,,,,,
16859,id_4969,4.0,4.0,3.5,3.5,"Lunch, Dinner, Late Night"
16860,id_676,4.0,4.0,4.0,,"Dinner, Lunch"
16861,id_1012,4.5,4.5,4.0,,"Lunch, Dinner, Brunch, Drinks"
16862,id_7494,2.5,2.5,3.0,,"Breakfast, Dinner"
16863,id_1715,4.0,3.0,3.5,4.0,
16864,id_3511,3.5,3.5,4.0,3.0,"Lunch, Dinner"
16865,id_2069,,,,,
16866,id_832,4.5,4.0,4.5,,"Breakfast, Brunch"
16867,id_4938,4.5,4.5,4.5,,"Breakfast, Lunch, Dinner, Brunch"
16868,id_12168,3.5,3.5,3.0,3.5,"Lunch, Dinner"
16869,id_5552,,,,,
16870,id_2457,3.0,3.0,4.0,3.0,"Late Night, Drinks, Breakfast, Lunch, Dinner"
16871,id_2771,3.0,3.0,2.5,3.0,"Lunch, Dinner"
16872,id_697,,,,,
16873,id_1656,3.5,3.5,3.5,4.0,"Lunch, Dinner, Late Night, Drinks"
16874,id_6366,4.5,4.5,4.0,,"Lunch, Dinner"
16875,id_120,4.0,4.0,3.5,4.0,
16876,id_3969,,,,,
16877,id_7928,,,,,
16878,id_300,4.0,4.5,4.0,,"Lunch, Dinner"
16879,id_3158,2.5,2.5,2.5,,
16880,id_2464,4.5,4.5,4.5,,Dinner
16881,id_10332,4.0,3.5,3.5,,
16882,id_724,,,,,
16883,id_2764,,,,,
16884,id_3559,3.0,3.0,3.5,,Lunch
16885,id_2795,,,,,"Dinner, Breakfast, Lunch"
16886,id_2188,,,,,
16887,id_286,4.0,3.0,3.5,,"Dinner, Lunch"
16888,id_3861,,,,,
16889,id_2673,4.0,4.0,4.0,4.0,Dinner
16890,id_3697,5.0,5.0,5.0,,
16891,id_4090,,,,,
16892,id_2822,4.5,4.5,4.0,,
16893,id_2590,,,,,"Lunch, Dinner"
16894,id_8526,,,,,
16895,id_15984,2.5,2.0,2.5,1.5,Late Night
16896,id_2877,4.0,4.0,4.0,3.5,
16897,id_3886,4.5,4.5,4.5,,"Drinks, Dinner"
16898,id_5434,,,,,
16899,id_297,4.5,4.5,4.5,,"Brunch, Late Night, Drinks, Lunch, Dinner"
16900,id_851,3.5,3.5,3.5,4.0,"Lunch, Dinner, Brunch"
16901,id_818,,,,,
16902,id_3548,,,,,
16903,id_3001,,4.0,3.5,,
16904,id_7970,,,,,
16905,id_677,4.0,4.0,4.0,3.5,"Lunch, Dinner"
16906,id_1263,,,,,
16907,id_2623,4.0,4.0,3.5,,
16908,id_5894,4.5,4.5,4.5,,"Lunch, Dinner, Late Night, Drinks"
16909,id_11,4.5,4.5,4.0,4.5,
16910,id_440,,,,,
16911,id_13659,3.5,3.5,3.5,3.5,"Lunch, Dinner, Drinks"
16912,id_780,4.5,4.0,4.5,3.5,
16913,id_3226,4.0,4.5,4.0,,"Lunch, Dinner"
16914,id_916,3.5,4.0,4.0,5.0,"Dinner, Drinks"
16915,id_8592,2.5,2.5,2.0,2.5,
16916,id_2031,,,,,
16917,id_2030,4.5,4.0,4.0,4.0,"Lunch, Dinner"
16918,id_3047,4.5,4.5,5.0,,Lunch
16919,id_1395,4.0,4.0,4.0,4.0,"Dinner, Late Night"
16920,id_3536,4.0,4.0,4.0,,
16921,id_50,4.5,4.5,4.0,4.5,
16922,id_4038,,,,,
16923,id_1333,,,,,
16924,id_17,4.5,4.0,4.5,4.0,"Lunch, Dinner, Late Night, Drinks"
16925,id_3767,,,,,
16926,id_1394,,,,,
16927,id_5901,,,,,
16928,id_3365,,,,,
16929,id_2158,4.0,4.0,4.0,,"Lunch, Breakfast, Dinner"
16930,id_703,3.5,4.0,4.0,,"Lunch, Dinner"
16931,id_4770,4.5,4.0,4.0,,
16932,id_271,4.0,3.0,3.5,3.5,
16933,id_1674,,,,,
16934,id_3399,3.5,4.0,4.0,4.0,"Lunch, Dinner"
16935,id_42,4.5,4.5,4.0,4.5,
16936,id_2737,4.5,4.5,4.0,4.5,
16937,id_540,4.0,4.5,4.0,,"Lunch, Dinner, Breakfast"
16938,id_2267,,,,,
16939,id_3812,4.5,4.5,4.5,,
16940,id_5913,5.0,5.0,4.5,,
16941,id_1087,4.0,4.0,3.5,4.0,
16942,id_7664,3.5,3.5,3.5,3.0,
16943,id_2592,4.5,4.0,4.5,,"Lunch, Dinner"
16944,id_1449,,,,,
16945,id_4321,3.5,3.5,3.0,4.0,"Brunch, Drinks, Lunch, Dinner, Late Night"
16946,id_1292,,,,,
16947,id_14732,,,,,
16948,id_3266,,,,,
16949,id_3347,,,,,
16950,id_1560,,,,,
16951,id_2195,,,,,"Lunch, Dinner"
16952,id_10569,4.0,3.5,4.0,,Lunch
16953,id_4130,3.5,3.5,2.5,4.5,
16954,id_1856,,,,,
16955,id_286,,,,,
16956,id_1249,5.0,5.0,4.5,,"Lunch, Dinner, Brunch"
16957,id_1971,,,,,
16958,id_3016,,,,,
16959,id_812,4.0,4.0,4.0,,"Drinks, Lunch, Dinner"
16960,id_1942,,,,,"Breakfast, Lunch, Dinner"
16961,id_1149,4.0,3.0,3.5,,
16962,id_7218,,,,,"Lunch, Dinner"
16963,id_2971,,,,,
16964,id_3449,4.0,3.5,4.0,3.5,"Lunch, Dinner, Late Night"
16965,id_1216,4.5,4.5,4.5,,"Breakfast, Dinner, Brunch"
16966,id_1832,3.5,3.5,3.5,,"Lunch, Dinner"
16967,id_5234,,,,,
16968,id_1188,,,,,
16969,id_687,4.0,4.0,4.0,4.0,"Lunch, Dinner, Late Night, Drinks"
16970,id_1157,5.0,5.0,5.0,,"Lunch, Drinks"
16971,id_1824,4.5,4.5,4.0,4.0,
16972,id_1504,,,,,
16973,id_436,4.0,4.5,4.0,,
16974,id_5886,,,,,
16975,id_2233,3.5,3.5,3.0,,
16976,id_5061,,,,,
16977,id_3071,4.5,4.0,3.5,,
16978,id_2303,,,,,Dinner
16979,id_2693,,,,,Breakfast
16980,id_749,4.0,4.5,4.5,,"Lunch, Dinner"
16981,id_911,4.5,4.0,4.5,,"Lunch, Dinner"
16982,id_7421,,,,,
16983,id_500,,4.5,4.5,,"Lunch, Dinner, Brunch"
16984,id_131,,,,,
16985,id_2507,3.0,3.0,2.5,,
16986,id_509,4.0,4.0,4.0,4.0,
16987,id_2707,3.5,4.0,3.5,,Dinner
16988,id_342,4.5,3.5,4.0,3.5,
16989,id_4213,4.0,4.0,4.0,,
16990,id_730,4.5,4.5,4.5,4.0,
16991,id_3714,4.0,4.0,4.5,,
16992,id_13341,3.0,2.5,2.5,2.5,Lunch
16993,id_2594,,,,,
16994,id_2628,3.5,3.5,3.5,,"Dinner, Lunch"
16995,id_796,4.0,4.0,4.0,4.5,"Lunch, Dinner, Breakfast"
16996,id_222,4.5,4.0,4.0,4.5,"Lunch, Dinner, Late Night, Drinks"
16997,id_8083,3.5,3.5,4.0,,"Lunch, Dinner, Drinks"
16998,id_785,4.5,4.5,4.0,,"Lunch, Dinner"
16999,id_2896,4.5,4.5,4.5,4.5,"Lunch, Dinner"
17000,id_2054,,,,,
17001,id_4620,4.5,4.5,4.5,,"Dinner, Breakfast, Lunch, Late Night"
17002,id_5252,4.0,4.0,3.0,3.5,"Lunch, Dinner"
17003,id_1539,4.0,4.0,4.5,,Dinner
17004,id_2213,4.0,3.5,4.5,,
17005,id_1743,,,,,
17006,id_8576,4.0,4.0,4.0,4.5,"Lunch, Dinner"
17007,id_2960,,,,,
17008,id_229,,,,,
17009,id_2681,,,,,
17010,id_851,4.5,5.0,4.5,,"Breakfast, Lunch, Dinner"
17011,id_18,,,,,
17012,id_14548,3.5,3.5,4.0,3.0,"Lunch, Dinner"
17013,id_3993,3.5,4.0,3.5,4.0,"Lunch, Dinner, Late Night"
17014,id_5260,,,,,"Breakfast, Lunch, Dinner, Brunch, Drinks"
17015,id_4116,4.0,4.0,3.0,4.0,"Lunch, Dinner, Brunch"
17016,id_843,4.0,4.5,4.5,4.0,"Lunch, Dinner, Drinks, Late Night"
17017,id_1304,,,,,
17018,id_1737,4.0,3.5,3.0,3.0,
17019,id_12958,,,,,
17020,id_2666,,,,,
17021,id_484,4.0,4.0,3.0,,"Lunch, Dinner"
17022,id_8141,2.5,2.5,2.5,,"Late Night, Drinks, Lunch, Dinner"
17023,id_75,,,,,
17024,id_5326,3.5,4.0,3.5,4.5,"Breakfast, Lunch, Dinner"
17025,id_2115,3.5,4.0,4.0,3.5,"Lunch, Dinner, Brunch, Late Night, Breakfast"
17026,id_2950,,,,,
17027,id_5577,,,,,
17028,id_1072,,,,,
17029,id_688,4.0,4.0,4.0,,
17030,id_3457,,,,,
17031,id_1618,4.0,3.5,3.5,,"Lunch, Dinner"
17032,id_771,4.0,4.0,3.5,3.5,
17033,id_3737,,,,,
17034,id_1987,,,,,
17035,id_3126,3.5,3.5,4.0,,"Lunch, Dinner, Brunch"
17036,id_935,,,,,"Breakfast, Lunch, Dinner"
17037,id_351,5.0,5.0,4.5,,"Lunch, Dinner"
17038,id_4922,,,,,"Lunch, Dinner"
17039,id_2439,,,,,Dinner
17040,id_4234,,,,,
17041,id_11565,3.0,4.0,3.5,,"Dinner, Brunch"
17042,id_1807,,,,,
17043,id_2098,4.0,3.5,4.5,4.5,
17044,id_766,,,,,
17045,id_1970,5.0,4.5,4.0,4.5,"Dinner, Lunch"
17046,id_3235,4.0,4.0,4.0,3.5,"Lunch, Dinner"
17047,id_11526,,,,,"Lunch, Dinner"
17048,id_465,4.5,4.5,4.5,4.0,
17049,id_3797,5.0,5.0,4.5,,"Lunch, Dinner"
17050,id_7014,5.0,5.0,5.0,,
17051,id_3919,,,,,
17052,id_11238,,,,,
17053,id_1885,4.5,4.5,4.5,,"Breakfast, Lunch"
17054,id_562,4.0,4.0,4.0,3.5,
17055,id_677,,,,,
17056,id_1040,3.0,3.5,3.5,3.0,"Lunch, Dinner"
17057,id_1339,,,,,
17058,id_5656,,,,,Lunch
17059,id_1726,4.0,4.0,4.0,3.0,"Lunch, Dinner"
17060,id_41,,,,,
17061,id_2017,3.5,3.0,3.0,,
17062,id_4798,4.5,4.5,4.0,4.5,"Breakfast, Lunch, Dinner, Brunch, Drinks"
17063,id_4830,3.5,3.5,3.5,,"Breakfast, Dinner"
17064,id_788,4.5,4.0,5.0,4.0,"Lunch, Dinner"
17065,id_2955,4.0,4.5,4.0,4.5,"Late Night, Drinks"
17066,id_3794,3.5,3.5,3.0,3.5,"Lunch, Dinner, Late Night"
17067,id_1687,,,,,
17068,id_1567,3.5,4.0,2.5,,"Breakfast, Lunch"
17069,id_72,4.5,4.5,4.0,4.0,
17070,id_3256,,,,,
17071,id_2792,,,,,"Breakfast, Lunch"
17072,id_1900,3.5,4.0,2.5,,
17073,id_8541,,4.5,4.0,,"Breakfast, Lunch, Dinner"
17074,id_166,4.5,4.5,4.5,4.5,
17075,id_4715,,,,,
17076,id_1259,4.0,4.0,4.0,3.5,"Dinner, Lunch"
17077,id_581,4.5,4.0,4.0,4.0,
17078,id_1480,4.5,4.5,4.0,4.0,
17079,id_2134,,,,,
17080,id_607,,,,,
17081,id_400,4.0,4.0,4.0,,"Dinner, Breakfast, Lunch"
17082,id_12688,,,,,Breakfast
17083,id_1663,3.0,3.0,3.0,,
17084,id_2101,,,,,
17085,id_7563,2.5,2.5,2.5,,
17086,id_5223,3.5,3.5,3.5,3.5,"Lunch, Dinner, Late Night, Drinks"
17087,id_4058,5.0,5.0,4.5,,"Breakfast, Lunch, Dinner, Brunch, Drinks"
17088,id_2048,4.0,4.0,4.0,,
17089,id_197,4.0,4.0,4.0,4.5,
17090,id_3343,4.5,4.5,4.5,,
17091,id_4786,4.0,4.5,3.5,4.5,"Dinner, Late Night"
17092,id_4573,4.5,4.0,4.0,,"Drinks, Dinner"
17093,id_211,3.5,4.0,3.5,,
17094,id_624,,,,,
17095,id_6485,4.0,3.5,3.5,4.0,"Lunch, Dinner, Late Night, Drinks"
17096,id_6569,3.5,3.5,3.0,,"Lunch, Dinner"
17097,id_741,,,,,
17098,id_7995,,,,,
17099,id_113,4.5,4.0,4.0,4.5,"Lunch, Dinner"
17100,id_1765,4.5,4.5,4.5,,"Lunch, Dinner"
17101,id_124,4.5,4.5,4.5,4.0,"Lunch, Dinner"
17102,id_3137,,,,,
17103,id_315,4.5,4.5,4.5,4.0,
17104,id_1713,4.5,4.5,4.0,,"Dinner, Lunch"
17105,id_5182,,,,,
17106,id_2350,4.5,4.5,5.0,,"Dinner, Drinks, Lunch"
17107,id_6325,,,,,"Lunch, Dinner"
17108,id_975,3.5,4.0,3.5,3.0,"Breakfast, Lunch, Dinner"
17109,id_2685,4.0,4.0,4.0,3.5,"Dinner, Lunch, Late Night"
17110,id_188,4.0,4.0,4.5,3.5,"Lunch, Dinner, Late Night"
17111,id_430,4.5,4.0,4.0,4.5,
17112,id_691,4.0,4.0,4.0,,"Lunch, Dinner"
17113,id_2709,4.5,4.0,4.0,4.0,
17114,id_5314,3.5,3.5,3.5,3.5,"Lunch, Dinner, Brunch, Drinks"
17115,id_12690,3.5,3.5,3.5,,"Lunch, Dinner, Drinks"
17116,id_661,,,,,
17117,id_3501,,,,,
17118,id_877,3.5,3.0,3.0,,"Breakfast, Dinner, Lunch"
17119,id_1966,4.5,4.5,4.5,4.0,"Lunch, Dinner, Late Night"
17120,id_3200,4.0,4.0,4.0,3.5,
17121,id_3647,,,,,
17122,id_1366,4.0,4.5,4.5,4.5,Drinks
17123,id_1600,,,,,
17124,id_2293,4.5,4.5,4.0,4.0,"Lunch, Dinner"
17125,id_4357,,,,,
17126,id_3474,,,,,
17127,id_4258,4.0,4.0,4.5,,"Lunch, Dinner"
17128,id_1398,3.5,3.5,3.5,3.0,"Lunch, Dinner"
17129,id_679,4.5,4.5,4.5,,"Lunch, Dinner"
17130,id_1698,,,,,Dinner
17131,id_113,4.5,4.5,4.5,4.5,
17132,id_1918,2.5,,3.5,,
17133,id_1051,4.0,3.5,3.0,4.0,
17134,id_248,,,,,
17135,id_11010,,,,,
17136,id_931,4.5,4.5,4.0,,"Dinner, Lunch"
17137,id_7218,3.5,3.0,3.0,3.0,
17138,id_545,4.0,4.0,3.5,,"Lunch, Dinner"
17139,id_6720,4.0,4.0,3.5,3.5,
17140,id_7178,3.5,3.5,3.5,,
17141,id_1137,,,,,
17142,id_909,3.5,4.0,3.5,,
17143,id_118,,,,,
17144,id_939,,,,,
17145,id_4138,,,,,
17146,id_1896,,,,,
17147,id_767,4.0,4.0,4.0,4.0,"Lunch, Dinner, Late Night"
17148,id_2598,,,,,"Lunch, Dinner"
17149,id_1214,,,,,
17150,id_1007,4.0,4.0,4.0,4.0,"Lunch, Dinner"
17151,id_10119,4.0,3.5,4.0,3.5,"Dinner, Lunch"
17152,id_1470,,,,,"Lunch, Dinner"
17153,id_1707,,,,,Lunch
17154,id_7197,,,,,"Lunch, Dinner"
17155,id_3470,3.5,3.5,3.5,,"Lunch, Dinner"
